PetID,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood,good_with_children,good_with_other_pets,activity_level,noise_level,grooming_needs,space_required,temperament,estimated_cost
953,Bird,Parakeet,14,White,Small,10.019203106455734,1,0,47,303,0,1,No,No,Medium,Low,Low,Large,Aggressive,4548
954,Dog,Golden Retriever,3,Orange,Small,26.691741318859325,1,0,44,278,0,1,Yes,No,Low,Medium,Medium,Large,Playful,13885
955,Dog,Labrador,80,Brown,Small,23.472925696872693,1,1,27,282,0,0,Yes,Yes,Low,Medium,Medium,Small,Aggressive,10561
956,Rabbit,Rabbit,55,Orange,Large,22.32228527289701,1,1,84,478,0,0,No,No,High,Medium,High,Small,Aggressive,5650
957,Cat,Siamese,132,Gray,Large,24.12276736384892,0,0,64,490,1,0,No,Yes,Low,Low,Medium,Large,Protective,9549
958,Rabbit,Rabbit,120,Orange,Large,8.813118790557578,1,1,41,6,0,0,Yes,Yes,Low,High,High,Medium,Calm,10978
959,Dog,Labrador,24,Black,Small,26.735809031822143,0,0,68,304,0,0,Yes,No,Low,Low,High,Medium,Aggressive,2949
960,Rabbit,Rabbit,162,Orange,Large,4.981797879106527,1,0,5,181,0,0,No,Yes,Low,Medium,Medium,Small,Aggressive,7444
961,Bird,Parakeet,158,White,Medium,10.754026074751875,0,0,53,108,1,0,Yes,Yes,Low,Low,Medium,Small,Friendly,2521
962,Cat,Persian,82,Gray,Large,18.015695450052945,1,0,8,323,0,0,No,No,Low,High,High,Small,Playful,8632
963,Dog,Golden Retriever,147,Black,Small,3.984247561918018,0,0,22,205,1,0,Yes,No,Medium,Low,Medium,Small,Friendly,8048
964,Cat,Siamese,159,Orange,Medium,22.173775445516323,0,1,7,233,0,0,No,No,High,High,Low,Small,Protective,13135
965,Bird,Parakeet,60,Gray,Large,12.230135397900774,1,1,22,425,1,0,Yes,Yes,Medium,High,Medium,Small,Calm,2354
966,Dog,Poodle,147,Gray,Medium,23.747764302643603,1,0,46,457,1,1,No,No,Low,Low,Medium,Small,Playful,12527
967,Rabbit,Rabbit,49,Black,Medium,15.29399228195348,0,0,30,186,1,0,Yes,No,Low,Medium,Low,Medium,Friendly,3482
968,Dog,Poodle,63,Orange,Small,6.245361208334755,1,0,16,427,0,0,Yes,Yes,High,High,Medium,Small,Aggressive,11839
969,Cat,Persian,110,Gray,Medium,22.308092529304982,1,0,79,481,0,1,No,No,Medium,Low,Medium,Small,Aggressive,13237
970,Cat,Persian,150,Gray,Medium,8.312174719329363,1,0,5,409,0,1,Yes,No,High,High,High,Medium,Playful,14823
971,Bird,Parakeet,152,Brown,Small,15.233498736773242,0,0,67,406,1,0,No,No,Medium,Medium,Medium,Medium,Aggressive,8994
972,Dog,Golden Retriever,109,Gray,Small,3.1904648055503206,1,1,23,328,0,0,Yes,Yes,Low,Low,Medium,Large,Friendly,4215
973,Rabbit,Rabbit,76,Brown,Small,18.918132977949064,0,0,61,356,0,0,No,Yes,High,Low,Low,Small,Friendly,6716
974,Cat,Siamese,30,Orange,Medium,20.30987522027204,1,0,74,7,0,1,Yes,Yes,High,Low,High,Small,Aggressive,10619
975,Cat,Siamese,58,Orange,Medium,11.981552089210725,0,0,5,52,0,0,No,Yes,Low,Medium,High,Small,Aggressive,7821
976,Bird,Parakeet,117,Orange,Medium,28.678260629311144,1,0,23,397,0,1,Yes,No,High,High,High,Small,Protective,4537
977,Dog,Labrador,159,White,Small,26.350898722979984,0,1,79,198,0,0,No,Yes,Medium,Low,Medium,Large,Calm,8339
978,Dog,Labrador,100,Orange,Large,21.53028655645985,1,0,82,390,0,1,Yes,Yes,Medium,High,High,Medium,Playful,10736
979,Dog,Poodle,19,Gray,Medium,21.695910160318537,1,0,25,136,0,1,No,No,Medium,High,Low,Medium,Friendly,12956
980,Dog,Labrador,176,Black,Large,8.319649733322386,0,0,8,258,1,0,No,No,Medium,Medium,High,Small,Playful,6919
981,Rabbit,Rabbit,173,Brown,Small,20.04764170156502,0,0,21,333,1,0,No,No,Low,Low,Low,Small,Protective,9075
982,Rabbit,Rabbit,94,White,Medium,6.74798169183007,1,0,2,400,1,1,Yes,Yes,High,High,High,Small,Friendly,5765
983,Bird,Parakeet,113,Orange,Large,5.176093493674841,1,0,22,497,0,0,No,Yes,Medium,Low,High,Large,Protective,10850
984,Dog,Golden Retriever,146,Orange,Medium,29.984568931874826,1,0,72,171,1,1,Yes,Yes,Low,Low,Low,Large,Protective,9082
985,Rabbit,Rabbit,63,Black,Medium,19.04890201272205,1,0,87,85,0,1,No,No,High,Medium,High,Medium,Aggressive,4827
986,Rabbit,Rabbit,116,Black,Medium,13.498648307058524,1,0,72,45,0,1,Yes,No,High,Low,High,Small,Playful,4058
987,Cat,Siamese,113,White,Large,9.356771163634589,1,0,68,345,0,0,No,Yes,Low,Low,High,Small,Playful,9749
988,Bird,Parakeet,47,Brown,Small,18.513692866204597,0,0,64,185,0,0,Yes,No,Low,High,Medium,Small,Aggressive,13519
989,Rabbit,Rabbit,57,Orange,Medium,2.4382117383824977,1,0,19,155,0,1,Yes,No,Medium,Medium,Low,Small,Playful,2730
990,Rabbit,Rabbit,118,White,Small,3.7457487246390566,0,1,87,492,1,0,No,No,High,Low,High,Large,Aggressive,3832
991,Bird,Parakeet,45,Gray,Small,1.952844234471494,1,0,82,397,0,0,Yes,Yes,High,High,Low,Medium,Friendly,10600
992,Cat,Persian,161,Gray,Large,15.475925164617191,1,0,53,8,0,0,Yes,No,Low,Medium,Low,Medium,Protective,8505
993,Dog,Labrador,145,White,Large,18.417592246428296,1,0,87,114,0,1,No,No,High,Medium,Low,Large,Protective,9170
994,Bird,Parakeet,4,Orange,Small,2.811913079376805,1,0,52,153,0,1,Yes,Yes,Medium,High,High,Small,Playful,6179
995,Dog,Golden Retriever,148,White,Medium,21.91550955746858,1,0,47,129,0,1,Yes,Yes,High,High,High,Medium,Calm,8299
996,Dog,Golden Retriever,47,Orange,Large,7.681457073922368,1,1,82,330,0,0,Yes,No,Low,High,Low,Medium,Protective,9830
997,Dog,Poodle,143,Black,Medium,20.87084215932612,0,0,54,80,1,0,No,No,Low,High,Medium,Large,Aggressive,13439
998,Dog,Labrador,47,White,Medium,29.47501706102212,1,0,44,383,0,1,Yes,Yes,Medium,High,Low,Small,Calm,6802
999,Cat,Persian,78,Orange,Medium,21.042070231561684,1,0,7,289,0,1,No,Yes,Medium,Low,Medium,Medium,Calm,8057
1000,Rabbit,Rabbit,124,White,Small,26.612598534784645,1,1,1,146,1,0,Yes,No,High,Low,Low,Small,Protective,8615
1001,Dog,Poodle,75,White,Medium,28.497756695548954,0,0,63,294,1,0,Yes,No,High,Medium,Low,Medium,Protective,8762
1002,Dog,Golden Retriever,103,Orange,Small,15.115780402217151,0,0,39,465,1,0,Yes,No,Low,Low,Low,Large,Protective,7543
1003,Bird,Parakeet,137,Orange,Small,21.367424403171498,0,1,19,268,0,0,No,No,Medium,Low,High,Small,Aggressive,10325
1004,Dog,Labrador,90,Brown,Medium,25.70710835311941,0,0,31,132,0,1,Yes,Yes,Medium,Low,Medium,Large,Calm,6883
1005,Dog,Golden Retriever,144,White,Medium,11.341658473357198,1,0,77,49,0,1,Yes,No,Medium,High,Medium,Medium,Playful,9050
1006,Rabbit,Rabbit,69,Gray,Medium,8.580522180251451,1,0,24,22,1,1,No,No,High,Medium,Low,Large,Aggressive,6959
1007,Dog,Golden Retriever,61,White,Medium,28.451358610571823,1,0,69,377,1,1,Yes,Yes,Medium,Medium,High,Large,Friendly,2666
1008,Rabbit,Rabbit,138,White,Small,22.06280151069572,1,0,87,375,0,0,No,No,Low,Medium,High,Large,Protective,2276
1009,Cat,Siamese,50,Orange,Medium,7.370781867898963,1,0,83,87,0,1,No,Yes,Low,Medium,Medium,Medium,Calm,13499
1010,Rabbit,Rabbit,3,White,Medium,14.02341838760729,0,0,65,412,1,1,Yes,No,High,Low,High,Small,Aggressive,2881
1011,Rabbit,Rabbit,107,White,Small,24.097101316596472,1,1,33,111,0,0,No,No,High,Low,Medium,Large,Friendly,4060
1012,Bird,Parakeet,113,Gray,Large,16.86482673663482,1,1,59,110,0,0,Yes,Yes,Medium,High,Medium,Small,Aggressive,4082
1013,Cat,Siamese,94,Orange,Large,19.848610846810782,0,0,33,71,0,0,No,Yes,High,Medium,Medium,Medium,Aggressive,8702
1014,Rabbit,Rabbit,118,White,Small,22.85927785930652,1,0,32,153,0,0,No,No,Low,Low,High,Small,Playful,11429
1015,Dog,Labrador,81,Black,Large,19.03826647546044,1,0,59,462,1,1,Yes,No,Medium,Low,Medium,Large,Playful,12644
1016,Bird,Parakeet,109,Brown,Small,16.662300335743677,0,0,41,56,0,0,No,No,Low,High,Medium,Large,Aggressive,2158
1017,Rabbit,Rabbit,51,Gray,Medium,22.73881424724543,0,0,12,256,0,0,No,Yes,Medium,High,Low,Large,Friendly,7229
1018,Dog,Golden Retriever,147,White,Medium,22.09932802753382,1,0,73,155,0,1,No,No,High,High,Medium,Large,Calm,12788
1019,Dog,Labrador,170,Black,Large,19.266299605312188,0,0,11,112,0,0,No,Yes,Medium,Low,Medium,Large,Calm,9956
1020,Bird,Parakeet,35,White,Medium,11.43389298807596,1,0,19,317,0,1,No,Yes,Medium,Low,Low,Large,Protective,9514
1021,Rabbit,Rabbit,46,White,Large,12.768550673807876,0,0,54,46,0,0,Yes,No,Low,High,Low,Medium,Protective,14007
1022,Dog,Golden Retriever,154,Orange,Large,29.142717917638823,1,0,57,237,0,0,No,Yes,Low,Medium,High,Medium,Calm,9803
1023,Dog,Labrador,69,Orange,Medium,4.259192036454249,1,0,42,333,0,1,Yes,No,Medium,High,Medium,Medium,Aggressive,14566
1024,Cat,Persian,93,Orange,Medium,8.786642600332225,1,0,71,105,1,1,No,No,High,High,High,Small,Aggressive,4526
1025,Bird,Parakeet,64,Black,Large,15.279651016925737,1,0,31,481,0,0,Yes,No,High,High,High,Small,Playful,10302
1026,Cat,Siamese,165,White,Medium,25.26516089816979,0,0,52,186,0,0,Yes,No,Low,High,Low,Medium,Playful,9803
1027,Cat,Siamese,49,Brown,Small,5.746594248162108,1,0,2,158,1,0,No,No,High,Low,High,Small,Protective,8574
1028,Bird,Parakeet,149,Gray,Medium,9.031683925613686,1,0,83,197,0,1,No,Yes,Low,Medium,Medium,Small,Calm,10733
1029,Bird,Parakeet,74,Orange,Medium,2.90814831606193,0,0,38,381,1,0,No,Yes,High,High,Low,Large,Aggressive,3138
1030,Dog,Golden Retriever,5,Orange,Small,21.473572715473736,0,0,32,176,0,0,Yes,No,Medium,Medium,Medium,Large,Calm,9257
1031,Bird,Parakeet,100,White,Medium,7.9080736287928675,1,1,10,260,1,0,No,No,Low,Medium,Medium,Small,Friendly,5283
1032,Cat,Siamese,70,White,Medium,12.271567769457564,1,0,8,286,1,1,Yes,Yes,Low,Medium,Low,Small,Calm,9762
1033,Rabbit,Rabbit,90,Black,Large,13.867341963860367,1,0,75,292,0,0,Yes,Yes,Medium,High,Medium,Medium,Friendly,13802
1034,Dog,Poodle,4,Black,Medium,26.848104132587213,1,0,20,334,1,1,Yes,Yes,Low,Low,Low,Small,Playful,9896
1035,Cat,Persian,126,Orange,Medium,12.928578419605866,1,1,20,142,1,0,No,Yes,High,High,Medium,Large,Playful,14647
1036,Dog,Labrador,39,White,Small,5.211525577542223,1,0,9,307,0,1,No,No,High,Medium,Low,Small,Protective,13749
1037,Cat,Siamese,163,Brown,Large,16.205133211863508,1,0,72,490,0,0,Yes,No,Low,Medium,High,Medium,Calm,4419
1038,Cat,Siamese,129,Gray,Large,28.92578184481026,0,0,15,196,0,0,Yes,Yes,High,Low,Medium,Large,Calm,3756
1039,Rabbit,Rabbit,24,White,Large,18.62288359047352,1,0,88,475,1,0,No,No,Low,High,Low,Large,Friendly,13278
1040,Cat,Siamese,57,White,Medium,29.51822939335661,1,0,63,224,0,1,Yes,Yes,Medium,Medium,Medium,Large,Playful,4306
1041,Cat,Siamese,100,Black,Large,25.392111959227236,1,0,21,394,0,0,No,No,Low,Low,Medium,Large,Friendly,9630
1042,Cat,Persian,70,Gray,Small,2.0430069301889717,1,1,5,42,0,0,Yes,Yes,Medium,Medium,Medium,Small,Playful,8263
1043,Dog,Labrador,41,Orange,Large,20.09358826593421,1,0,35,453,0,1,No,No,High,Low,Low,Medium,Friendly,11167
1044,Dog,Poodle,174,White,Small,9.316239449178626,1,1,85,150,0,0,Yes,Yes,Medium,Low,High,Small,Playful,7008
1045,Bird,Parakeet,60,Orange,Large,17.22888881369699,0,0,68,295,0,0,No,Yes,High,High,High,Small,Friendly,7247
1046,Rabbit,Rabbit,108,White,Large,9.101010537005571,0,1,48,62,1,0,Yes,No,Low,Medium,High,Large,Playful,10914
1047,Rabbit,Rabbit,57,Orange,Small,11.11724208155342,1,0,80,129,0,0,No,Yes,High,High,Low,Medium,Friendly,4570
1048,Dog,Labrador,31,Gray,Large,27.7718926408712,1,0,62,254,0,1,No,No,Low,Medium,High,Large,Calm,7807
1049,Cat,Persian,84,Black,Large,6.992652361859454,0,1,35,462,0,0,Yes,No,Low,High,Low,Small,Protective,9812
1050,Dog,Golden Retriever,152,Gray,Large,26.349164422749084,1,1,70,342,0,0,Yes,Yes,Medium,Medium,Medium,Small,Friendly,2324
1051,Bird,Parakeet,36,Brown,Medium,1.8832764340444077,0,0,21,213,0,0,No,No,Medium,High,Medium,Large,Protective,9487
1052,Dog,Labrador,158,Black,Small,3.635419612719802,1,0,80,72,0,1,Yes,No,Medium,Low,High,Small,Calm,11721
1053,Rabbit,Rabbit,152,Gray,Large,25.78557620014364,1,1,39,430,0,0,No,No,Medium,Medium,Low,Small,Calm,7645
1054,Rabbit,Rabbit,108,Brown,Small,19.286124896366665,1,0,34,103,0,0,Yes,No,High,Medium,Medium,Large,Playful,3945
1055,Cat,Persian,106,White,Small,22.66984800314696,0,0,15,157,0,0,No,No,High,Low,Low,Small,Protective,6486
1056,Bird,Parakeet,158,White,Small,7.073112453833773,1,1,6,271,0,0,No,Yes,High,High,Low,Medium,Aggressive,4430
1057,Bird,Parakeet,86,Orange,Large,16.575420212113002,1,0,66,314,1,0,No,No,Low,Medium,Medium,Large,Playful,14303
1058,Dog,Poodle,135,Black,Large,22.37935748356784,1,0,88,237,0,0,No,No,High,Medium,Low,Medium,Protective,5510
1059,Bird,Parakeet,163,White,Small,19.19210997329761,1,0,56,302,1,0,No,No,High,High,Medium,Small,Friendly,2845
1060,Bird,Parakeet,14,Black,Medium,14.679264239845075,1,0,49,371,1,1,No,No,High,Low,Medium,Small,Friendly,2567
1061,Cat,Persian,120,White,Small,28.83372980669373,1,0,1,157,0,0,Yes,No,Medium,High,Medium,Large,Calm,13880
1062,Bird,Parakeet,138,Orange,Medium,20.608562670149915,0,1,65,108,1,0,Yes,Yes,High,High,Low,Small,Aggressive,4179
1063,Bird,Parakeet,80,Gray,Small,27.3247732069959,1,0,28,8,0,0,Yes,No,Low,High,Medium,Large,Friendly,4019
1064,Cat,Siamese,144,Orange,Small,22.16334483563676,1,1,20,320,0,0,No,Yes,Medium,Medium,Low,Large,Protective,5319
1065,Dog,Labrador,106,Brown,Small,22.32844232933281,1,1,48,58,0,0,No,Yes,Low,Low,Medium,Large,Protective,4320
1066,Cat,Persian,70,White,Large,3.3205298229727007,0,0,72,357,1,0,No,Yes,High,Low,Medium,Large,Friendly,3646
1067,Cat,Persian,44,Brown,Medium,11.424474033764364,0,0,65,191,0,0,No,Yes,Medium,High,High,Large,Protective,14195
1068,Rabbit,Rabbit,73,Brown,Medium,25.892712794870096,0,0,51,135,1,0,Yes,No,Low,Medium,High,Medium,Protective,5909
1069,Rabbit,Rabbit,45,Black,Small,7.745512002313922,1,0,43,250,0,0,Yes,Yes,High,High,High,Large,Calm,10015
1070,Rabbit,Rabbit,107,White,Large,4.349670118537519,1,0,49,378,1,0,No,Yes,Low,Medium,Low,Medium,Aggressive,5420
1071,Dog,Golden Retriever,84,Brown,Large,10.457075642525009,1,0,25,435,0,0,Yes,No,Low,Medium,Low,Small,Calm,12723
1072,Dog,Golden Retriever,82,Gray,Medium,7.392698661885805,1,0,74,145,0,1,Yes,No,Low,Medium,Medium,Large,Aggressive,2356
1073,Dog,Golden Retriever,107,Brown,Large,27.8333576490015,0,0,76,346,0,0,No,No,High,Medium,Medium,Small,Protective,9485
1074,Dog,Poodle,21,Gray,Medium,26.171032618061805,1,0,41,465,0,1,Yes,Yes,High,Low,Medium,Large,Aggressive,5081
1075,Dog,Golden Retriever,178,Black,Medium,15.49081367820422,1,0,71,351,0,1,No,No,Low,Medium,Medium,Medium,Protective,4280
1076,Rabbit,Rabbit,161,Brown,Medium,2.7789723600321725,1,0,64,57,1,1,Yes,No,Medium,Medium,Low,Medium,Protective,6131
1077,Dog,Labrador,7,Orange,Large,21.72230803670153,1,0,61,176,0,1,No,Yes,Medium,High,Medium,Medium,Calm,12652
1078,Rabbit,Rabbit,70,Black,Medium,19.078940208751675,1,0,12,287,1,1,No,No,High,High,Medium,Small,Calm,7123
1079,Dog,Poodle,127,Gray,Medium,29.146085451126385,1,0,81,244,0,1,No,No,High,Low,High,Large,Playful,9422
1080,Dog,Poodle,143,Black,Small,17.209643967840933,0,0,69,47,1,0,No,No,High,High,Medium,Small,Friendly,4787
1081,Cat,Persian,160,Brown,Medium,10.755417978684372,1,0,14,300,0,1,Yes,No,High,Medium,Medium,Medium,Playful,6209
1082,Dog,Labrador,148,White,Medium,16.05162911377812,1,0,34,437,0,1,No,Yes,High,High,Medium,Small,Playful,8540
1083,Dog,Golden Retriever,143,White,Small,29.39863545073097,1,0,48,355,1,0,No,No,Medium,Low,Low,Medium,Aggressive,11389
1084,Dog,Poodle,176,Gray,Small,21.194510543457884,0,0,61,99,0,0,No,No,High,High,High,Medium,Protective,11470
1085,Dog,Golden Retriever,149,Gray,Large,20.48730799988448,0,0,81,212,0,0,Yes,Yes,Low,High,Medium,Medium,Protective,2465
1086,Rabbit,Rabbit,170,White,Medium,7.979766102050676,1,0,35,301,0,1,No,No,Low,Low,Medium,Large,Protective,14192
1087,Dog,Golden Retriever,154,Gray,Large,22.564473009257917,1,1,65,479,0,0,Yes,Yes,Medium,Low,High,Large,Friendly,13540
1088,Bird,Parakeet,120,Black,Large,22.75788305468138,1,0,59,414,0,0,No,No,Low,Medium,Medium,Medium,Aggressive,3487
1089,Rabbit,Rabbit,128,Orange,Small,10.201380529501254,0,1,36,164,1,0,Yes,Yes,Medium,High,Low,Small,Aggressive,6942
1090,Dog,Poodle,142,Orange,Large,15.027701139330684,0,0,79,399,0,0,Yes,Yes,Medium,Medium,Medium,Small,Protective,6597
1091,Bird,Parakeet,57,Black,Medium,9.543496655273223,1,0,19,429,0,1,No,Yes,Low,High,Low,Large,Playful,6536
1092,Dog,Labrador,165,Orange,Small,8.502447039404313,1,0,42,125,0,1,Yes,Yes,High,High,Low,Medium,Friendly,2325
1093,Cat,Siamese,58,Brown,Medium,1.7509860372350694,1,0,69,301,0,1,No,No,Low,Medium,Medium,Small,Playful,11957
1094,Bird,Parakeet,21,Black,Medium,9.271140594946631,1,0,19,461,0,1,No,Yes,Low,High,High,Medium,Calm,6162
1095,Dog,Labrador,82,Gray,Small,17.06512854646997,1,0,39,120,1,1,No,No,Medium,High,Low,Small,Aggressive,2303
1096,Cat,Persian,69,Black,Medium,1.046434438921836,0,0,69,87,1,0,Yes,Yes,Low,High,High,Large,Aggressive,7067
1097,Bird,Parakeet,131,White,Small,9.213353430480357,0,0,52,216,0,0,Yes,Yes,Medium,Low,Medium,Medium,Playful,14771
1098,Rabbit,Rabbit,87,Gray,Medium,26.56089963737425,1,0,12,60,1,1,No,Yes,High,Medium,Low,Medium,Friendly,7024
1099,Bird,Parakeet,165,White,Small,18.215808968113464,1,0,83,301,0,0,No,No,High,Low,Medium,Small,Aggressive,9715
1100,Dog,Golden Retriever,49,Gray,Large,18.628021898348432,0,0,47,178,1,0,Yes,Yes,High,Medium,High,Small,Playful,11632
1101,Rabbit,Rabbit,147,Orange,Medium,12.697564845764244,1,0,76,189,0,1,No,No,Low,Medium,Medium,Small,Friendly,10340
1102,Cat,Persian,115,Black,Small,20.61769216127992,1,1,36,162,0,0,No,No,Medium,High,Medium,Medium,Playful,13226
1103,Rabbit,Rabbit,89,Brown,Medium,6.508050220680415,0,0,63,80,0,0,No,No,High,Medium,Low,Large,Friendly,4631
1104,Rabbit,Rabbit,85,Gray,Medium,24.74365750114156,0,0,76,493,0,0,Yes,No,Medium,Low,Medium,Large,Protective,8391
1105,Cat,Persian,128,Gray,Medium,4.383984478141095,0,0,82,169,0,0,Yes,No,Medium,Low,Medium,Small,Friendly,10287
1106,Rabbit,Rabbit,140,White,Small,20.02403928494017,1,1,51,300,0,0,Yes,No,High,Low,Medium,Large,Calm,13647
1107,Rabbit,Rabbit,169,Orange,Large,10.893330448770808,0,0,43,373,0,0,No,No,High,Medium,Low,Small,Protective,14569
1108,Dog,Poodle,161,White,Large,22.677876146891823,1,0,34,195,0,0,No,No,Medium,Low,High,Large,Playful,4369
1109,Rabbit,Rabbit,178,White,Large,16.94317198671458,1,0,49,202,0,0,No,No,High,Medium,High,Medium,Protective,13659
1110,Rabbit,Rabbit,117,Orange,Small,14.11823811588277,0,0,18,46,0,0,Yes,Yes,Medium,Low,Medium,Small,Protective,2528
1111,Cat,Persian,127,Brown,Large,5.913249660704163,0,0,61,462,0,0,No,Yes,Medium,Low,Low,Large,Playful,12502
1112,Cat,Persian,71,White,Small,19.467822464246236,0,0,57,157,0,0,No,Yes,High,Medium,Medium,Medium,Playful,6675
1113,Cat,Persian,86,White,Medium,29.268325459191978,1,1,5,407,0,0,No,Yes,Low,Low,High,Large,Calm,3663
1114,Rabbit,Rabbit,33,Gray,Medium,24.942499322303437,0,0,89,193,1,0,No,Yes,High,High,Low,Medium,Playful,5364
1115,Dog,Labrador,81,Orange,Large,2.740237585081342,0,0,24,426,1,0,Yes,No,Low,Medium,High,Medium,Aggressive,4341
1116,Rabbit,Rabbit,152,Black,Small,11.91065197247454,1,0,64,417,0,0,Yes,No,Medium,Medium,High,Large,Aggressive,8656
1117,Rabbit,Rabbit,61,Brown,Medium,27.84190726651788,0,0,59,278,0,0,No,No,Medium,Medium,Low,Large,Calm,6905
1118,Bird,Parakeet,61,Brown,Small,15.588268679153622,1,0,38,316,0,0,Yes,No,Low,High,Low,Medium,Friendly,10884
1119,Cat,Siamese,98,Orange,Small,20.2012429484372,1,0,33,478,1,0,Yes,No,Medium,Medium,Medium,Medium,Friendly,14522
1120,Dog,Labrador,28,Gray,Medium,27.46538102215032,1,0,10,420,0,1,No,No,Low,Low,Medium,Medium,Aggressive,11143
1121,Dog,Labrador,43,Gray,Small,26.34004602217654,1,0,37,268,0,1,No,No,Low,Low,High,Small,Playful,7950
1122,Rabbit,Rabbit,169,Orange,Medium,15.552790890674816,0,0,87,480,0,0,Yes,Yes,Medium,Low,Low,Medium,Calm,3360
1123,Dog,Labrador,167,Gray,Medium,13.69174277707046,1,0,11,198,0,1,No,Yes,Low,Medium,Low,Small,Friendly,7127
1124,Dog,Poodle,86,Brown,Medium,10.851085935908026,1,0,24,223,0,1,Yes,Yes,High,Low,Medium,Medium,Friendly,7562
1125,Bird,Parakeet,177,Brown,Small,21.85156385172384,1,0,88,262,0,0,No,Yes,High,Medium,High,Small,Protective,10730
1126,Dog,Poodle,17,Black,Medium,9.322617184674757,0,1,71,425,0,0,Yes,No,Medium,Low,High,Medium,Aggressive,11011
1127,Cat,Siamese,98,Orange,Small,8.246740586496104,1,0,21,165,0,0,No,No,Medium,High,Medium,Medium,Playful,7777
1128,Rabbit,Rabbit,98,White,Medium,11.331246943509624,0,0,20,179,0,0,Yes,No,Low,High,Low,Medium,Calm,13354
1129,Dog,Golden Retriever,65,White,Medium,6.139236649484968,1,1,10,427,0,0,Yes,Yes,Low,High,Medium,Large,Friendly,5925
1130,Dog,Poodle,74,Black,Large,21.158474662427253,1,0,89,191,0,0,Yes,No,Low,High,Medium,Large,Protective,10463
1131,Cat,Persian,85,Black,Large,18.87097883058776,0,1,47,396,1,0,No,No,Low,Medium,Medium,Medium,Aggressive,10001
1132,Cat,Persian,5,Gray,Large,15.003477489359463,1,0,47,215,0,1,Yes,No,High,Low,Medium,Small,Aggressive,3028
1133,Bird,Parakeet,2,Black,Small,12.319447598585086,1,0,15,283,0,1,Yes,Yes,High,High,Low,Small,Calm,13857
1134,Dog,Labrador,22,Black,Small,27.36281374400521,1,0,44,351,0,1,No,No,Medium,Medium,Medium,Medium,Friendly,8018
1135,Bird,Parakeet,112,White,Medium,1.8445897646840528,1,1,62,106,0,0,No,Yes,Low,High,Low,Large,Calm,3242
1136,Rabbit,Rabbit,57,Gray,Medium,23.304124561711674,1,0,6,465,0,1,Yes,Yes,Low,High,Medium,Small,Calm,11333
1137,Dog,Poodle,66,Black,Medium,27.15537758071777,1,1,66,97,0,0,Yes,Yes,Medium,Medium,High,Large,Protective,10784
1138,Dog,Poodle,74,Black,Medium,13.944282803467852,0,0,76,367,0,0,No,Yes,Low,Medium,Low,Small,Aggressive,9119
1139,Rabbit,Rabbit,98,Gray,Small,16.970024252648756,1,1,4,481,0,0,No,No,Low,Low,High,Medium,Playful,11797
1140,Bird,Parakeet,144,Orange,Medium,28.3894469485791,0,0,23,498,0,0,No,Yes,Low,Low,Medium,Large,Aggressive,6210
1141,Dog,Golden Retriever,112,Gray,Medium,7.156047943279918,1,0,13,229,0,1,No,Yes,Low,High,Medium,Small,Aggressive,8406
1142,Dog,Poodle,179,White,Large,16.08391058575586,1,1,81,256,0,0,No,No,Low,High,Medium,Medium,Protective,5377
1143,Bird,Parakeet,125,Orange,Medium,14.766912686718172,1,1,31,42,0,0,Yes,No,Medium,Low,Low,Medium,Playful,6071
1144,Dog,Poodle,167,Brown,Medium,8.493386788240732,1,0,16,241,0,1,No,Yes,Low,Low,High,Medium,Friendly,14494
1145,Bird,Parakeet,86,Gray,Medium,24.73920368082013,1,0,41,41,0,1,Yes,No,Medium,Medium,Low,Large,Playful,13886
1146,Bird,Parakeet,76,White,Small,27.08841724813384,1,0,1,94,0,0,Yes,Yes,Low,Low,Low,Large,Friendly,12542
1147,Dog,Labrador,88,Orange,Large,23.676044813858056,1,0,12,433,0,1,Yes,Yes,High,Low,Medium,Medium,Playful,14399
1148,Dog,Poodle,168,Gray,Medium,6.665409864609643,1,0,56,253,0,1,No,Yes,High,High,High,Large,Calm,3440
1149,Dog,Golden Retriever,38,Black,Medium,3.515710429540065,1,0,50,187,1,1,Yes,Yes,High,Low,Medium,Small,Playful,5626
1150,Bird,Parakeet,59,Gray,Large,18.557890073854928,1,0,20,384,1,0,Yes,No,High,High,Low,Medium,Protective,12074
1151,Dog,Labrador,138,Brown,Medium,2.655748054786634,0,0,66,306,0,1,No,Yes,Medium,Low,Medium,Medium,Friendly,13903
1152,Rabbit,Rabbit,99,Gray,Small,20.51195076818444,1,0,36,399,0,0,Yes,No,Medium,Medium,High,Large,Aggressive,2184
1153,Bird,Parakeet,63,Orange,Medium,16.382302389490036,1,0,79,166,0,1,Yes,No,Low,Low,Medium,Medium,Protective,6996
1154,Cat,Persian,49,Orange,Small,20.220786249566245,1,0,38,270,0,0,No,No,High,Low,High,Small,Friendly,10412
1155,Dog,Labrador,32,Gray,Small,18.11495243584257,1,0,22,124,1,1,Yes,No,Medium,Low,High,Large,Friendly,10031
1156,Bird,Parakeet,135,Orange,Medium,13.258374516288011,1,0,61,160,1,1,Yes,Yes,Low,High,Medium,Large,Aggressive,7563
1157,Dog,Poodle,21,Black,Large,6.82543822406662,1,0,50,86,1,1,Yes,No,Low,Medium,Low,Medium,Calm,5188
